Time,machine,slice,direction,Source,Destination,Length
9413.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.81
9413.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.37
9414.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.74
9415.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.1
9415.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.28
9416.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.65
9416.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.69
9416.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.03
9416.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,470.55
9417.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.9
9418.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.26
9420.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.42
9422.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.32
9423.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.05
9423.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9425.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.4
9426.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.2
9427.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.64
9427.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.6
9427.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,723.28
9428.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.96
9429.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.68
9429.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.54
9429.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9430.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.0
9430.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.2
9431.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.56
9431.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,297.4
9432.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.9
9432.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.2
9433.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.91
9433.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.05
9433.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,755.44
9435.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.06
9435.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.41
9436.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.36
9438.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.5
9438.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1544.59
9440.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.54
9442.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.2
9443.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.84
9443.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.8
9443.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.68
9443.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,316.79
9443.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,359.68
9444.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.69
9445.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.97
9446.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.54
9446.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,72.3
9446.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9447.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.62
9447.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,618.7
9447.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.08
9448.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.21
9450.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.47
9450.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.4
9455.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,59.63
9455.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,206.44
9475.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,987.96
9485.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.22
9485.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,172.91
9490.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,471.09
9500.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.53
9500.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,1460.96
9505.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.21
9505.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,304.54
9525.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.87
9525.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,959.23
9625.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.38
9625.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9825.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.58
9825.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9925.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.86
9925.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.62
9925.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
